DisCo,s_n,band,feeder_description,min_supply_hours,order_effective_date,source_report,verification_note
Port Harcourt (tentative),106,C,"BAKERY ROAD PH OZUOBA ROAD, BACK OF NIPP STATION, AFTER SEVEN OZUOBA, BAKERY ROAD, RUMUOSI ROAD, OKPORO STREET, RUMUKWASHI ROAD, OGBOGORO ROAD, RUMUKWASHI COMMUNITY, OZUOBA JUNCTION.",12,2025-07-01,"Found in the PDF served at https://nerc.gov.ng/wp-content/uploads/2025/08/EEDC_July_2025_062.pdf (Appendix 5, 'Service Level Commitments for July 2025'). NOT included as EEDC data.","UNVERIFIED DISCO LABEL: the PDF at the EEDC (Enugu) URL/order number contains an Appendix 5 feeder table whose locations (Port Harcourt, Uyo, Calabar, Eket, Bayelsa, Ikom) match PHED's (Port Harcourt) franchise area, not Enugu's. This looks like a labeling/publishing error on NERC's own site rather than an extraction error on our end. Tentatively attributed to PHED pending confirmation against a PHED-URL source; do not treat as confirmed EEDC (Enugu) data."
Port Harcourt (tentative),107,C,"BARRACKS PH AIR FORCE, BORICAMP, PARTS OF IKWERRE ROAD, FED GOVT. COLLEGE-RUMUOKORO, RUMUIGBO",12,2025-07-01,"Found in the PDF served at https://nerc.gov.ng/wp-content/uploads/2025/08/EEDC_July_2025_062.pdf (Appendix 5, 'Service Level Commitments for July 2025'). NOT included as EEDC data.","UNVERIFIED DISCO LABEL: the PDF at the EEDC (Enugu) URL/order number contains an Appendix 5 feeder table whose locations (Port Harcourt, Uyo, Calabar, Eket, Bayelsa, Ikom) match PHED's (Port Harcourt) franchise area, not Enugu's. This looks like a labeling/publishing error on NERC's own site rather than an extraction error on our end. Tentatively attributed to PHED pending confirmation against a PHED-URL source; do not treat as confirmed EEDC (Enugu) data."
Port Harcourt (tentative),108,C,"BORI CAMP PH BORICAMP, PART OF RUMUOLA ROAD, BORO PIT PSYCHIATRIC HOSPITAL ROAD",12,2025-07-01,"Found in the PDF served at https://nerc.gov.ng/wp-content/uploads/2025/08/EEDC_July_2025_062.pdf (Appendix 5, 'Service Level Commitments for July 2025'). NOT included as EEDC data.","UNVERIFIED DISCO LABEL: the PDF at the EEDC (Enugu) URL/order number contains an Appendix 5 feeder table whose locations (Port Harcourt, Uyo, Calabar, Eket, Bayelsa, Ikom) match PHED's (Port Harcourt) franchise area, not Enugu's. This looks like a labeling/publishing error on NERC's own site rather than an extraction error on our end. Tentatively attributed to PHED pending confirmation against a PHED-URL source; do not treat as confirmed EEDC (Enugu) data."
Port Harcourt (tentative),109,C,"BUGUMA RIVERS Degema Community,Buguma Community.",12,2025-07-01,"Found in the PDF served at https://nerc.gov.ng/wp-content/uploads/2025/08/EEDC_July_2025_062.pdf (Appendix 5, 'Service Level Commitments for July 2025'). NOT included as EEDC data.","UNVERIFIED DISCO LABEL: the PDF at the EEDC (Enugu) URL/order number contains an Appendix 5 feeder table whose locations (Port Harcourt, Uyo, Calabar, Eket, Bayelsa, Ikom) match PHED's (Port Harcourt) franchise area, not Enugu's. This looks like a labeling/publishing error on NERC's own site rather than an extraction error on our end. Tentatively attributed to PHED pending confirmation against a PHED-URL source; do not treat as confirmed EEDC (Enugu) data."
Port Harcourt (tentative),110,C,"EGBELU PH EGBELU ROAD, EGBELU LOCATION, EGBELU COMMUNITY, OGBOGORO FOREST, OGBOGORO BY ST. JOHN ROAD, OGBOGORO COMMUNITY, OGBOGORO WATERSIDE 1,2, OGBOGORO MARKET, OGBOGORO WATERSIDE 3, PRIMARY SCHOOL.",12,2025-07-01,"Found in the PDF served at https://nerc.gov.ng/wp-content/uploads/2025/08/EEDC_July_2025_062.pdf (Appendix 5, 'Service Level Commitments for July 2025'). NOT included as EEDC data.","UNVERIFIED DISCO LABEL: the PDF at the EEDC (Enugu) URL/order number contains an Appendix 5 feeder table whose locations (Port Harcourt, Uyo, Calabar, Eket, Bayelsa, Ikom) match PHED's (Port Harcourt) franchise area, not Enugu's. This looks like a labeling/publishing error on NERC's own site rather than an extraction error on our end. Tentatively attributed to PHED pending confirmation against a PHED-URL source; do not treat as confirmed EEDC (Enugu) data."
Port Harcourt (tentative),111,C,"EKIM EKET EAST-WEST ROAD, IKOT AKPADEN ROAD, EASTERN OBOLO ROAD, AWA NDON ROAD, ETINAN ROAD, IKOT OBIO OKO ROAD, IKOT ESSEN ROAD, ONNA ROAD, MKPOK ROAD, IKOT AKATA ROAD, IKOT ESANG ROAD, IKOT EDOR ROAD, IKOT AKPABIO ROAD, IKOT OBIO ITONG ROAD, IKOT AKPA EKOP ROAD.",12,2025-07-01,"Found in the PDF served at https://nerc.gov.ng/wp-content/uploads/2025/08/EEDC_July_2025_062.pdf (Appendix 5, 'Service Level Commitments for July 2025'). NOT included as EEDC data.","UNVERIFIED DISCO LABEL: the PDF at the EEDC (Enugu) URL/order number contains an Appendix 5 feeder table whose locations (Port Harcourt, Uyo, Calabar, Eket, Bayelsa, Ikom) match PHED's (Port Harcourt) franchise area, not Enugu's. This looks like a labeling/publishing error on NERC's own site rather than an extraction error on our end. Tentatively attributed to PHED pending confirmation against a PHED-URL source; do not treat as confirmed EEDC (Enugu) data."
Port Harcourt (tentative),112,C,"ELEKAHIA VILLAGE PH ELEKAHIA VILLAGE, ELEKAHIA-NKPOGU ROAD.",12,2025-07-01,"Found in the PDF served at https://nerc.gov.ng/wp-content/uploads/2025/08/EEDC_July_2025_062.pdf (Appendix 5, 'Service Level Commitments for July 2025'). NOT included as EEDC data.","UNVERIFIED DISCO LABEL: the PDF at the EEDC (Enugu) URL/order number contains an Appendix 5 feeder table whose locations (Port Harcourt, Uyo, Calabar, Eket, Bayelsa, Ikom) match PHED's (Port Harcourt) franchise area, not Enugu's. This looks like a labeling/publishing error on NERC's own site rather than an extraction error on our end. Tentatively attributed to PHED pending confirmation against a PHED-URL source; do not treat as confirmed EEDC (Enugu) data."
Port Harcourt (tentative),113,C,"ELELENWO PH BOSKEL ROAD, ABA-PORT HARCOURT ROAD, RUMUKWURUSHI, PART OF ELELENWO.",12,2025-07-01,"Found in the PDF served at https://nerc.gov.ng/wp-content/uploads/2025/08/EEDC_July_2025_062.pdf (Appendix 5, 'Service Level Commitments for July 2025'). NOT included as EEDC data.","UNVERIFIED DISCO LABEL: the PDF at the EEDC (Enugu) URL/order number contains an Appendix 5 feeder table whose locations (Port Harcourt, Uyo, Calabar, Eket, Bayelsa, Ikom) match PHED's (Port Harcourt) franchise area, not Enugu's. This looks like a labeling/publishing error on NERC's own site rather than an extraction error on our end. Tentatively attributed to PHED pending confirmation against a PHED-URL source; do not treat as confirmed EEDC (Enugu) data."
Port Harcourt (tentative),114,C,"ELIOPARANWO PH ELIOPARANWO, OKILTON JUNCTION, ACANIA",12,2025-07-01,"Found in the PDF served at https://nerc.gov.ng/wp-content/uploads/2025/08/EEDC_July_2025_062.pdf (Appendix 5, 'Service Level Commitments for July 2025'). NOT included as EEDC data.","UNVERIFIED DISCO LABEL: the PDF at the EEDC (Enugu) URL/order number contains an Appendix 5 feeder table whose locations (Port Harcourt, Uyo, Calabar, Eket, Bayelsa, Ikom) match PHED's (Port Harcourt) franchise area, not Enugu's. This looks like a labeling/publishing error on NERC's own site rather than an extraction error on our end. Tentatively attributed to PHED pending confirmation against a PHED-URL source; do not treat as confirmed EEDC (Enugu) data."
Port Harcourt (tentative),115,C,"EMOHUA Ahoada Rumuji Community, Ruakwunde Community, Emohua Community, Oduoha Community, Ogbakiri Community.",12,2025-07-01,"Found in the PDF served at https://nerc.gov.ng/wp-content/uploads/2025/08/EEDC_July_2025_062.pdf (Appendix 5, 'Service Level Commitments for July 2025'). NOT included as EEDC data.","UNVERIFIED DISCO LABEL: the PDF at the EEDC (Enugu) URL/order number contains an Appendix 5 feeder table whose locations (Port Harcourt, Uyo, Calabar, Eket, Bayelsa, Ikom) match PHED's (Port Harcourt) franchise area, not Enugu's. This looks like a labeling/publishing error on NERC's own site rather than an extraction error on our end. Tentatively attributed to PHED pending confirmation against a PHED-URL source; do not treat as confirmed EEDC (Enugu) data."
Port Harcourt (tentative),116,C,"ETINAN EKET IKOT IWUD ROAD, IKOT OBIO ROAD, IKOT ETAN ROAD, IKOT ISONG ROAD, IKOT OSOM ROAD, IKOT EDIBON ROAD, IKOT EWANG ROAD, IKOT IMO RAOD.",12,2025-07-01,"Found in the PDF served at https://nerc.gov.ng/wp-content/uploads/2025/08/EEDC_July_2025_062.pdf (Appendix 5, 'Service Level Commitments for July 2025'). NOT included as EEDC data.","UNVERIFIED DISCO LABEL: the PDF at the EEDC (Enugu) URL/order number contains an Appendix 5 feeder table whose locations (Port Harcourt, Uyo, Calabar, Eket, Bayelsa, Ikom) match PHED's (Port Harcourt) franchise area, not Enugu's. This looks like a labeling/publishing error on NERC's own site rather than an extraction error on our end. Tentatively attributed to PHED pending confirmation against a PHED-URL source; do not treat as confirmed EEDC (Enugu) data."
Port Harcourt (tentative),117,C,"FEDERAL HOUSING CALABAR WINNER'S WAY, MM HIGHWAY, FEDRAL HOUSING ESTATE.",12,2025-07-01,"Found in the PDF served at https://nerc.gov.ng/wp-content/uploads/2025/08/EEDC_July_2025_062.pdf (Appendix 5, 'Service Level Commitments for July 2025'). NOT included as EEDC data.","UNVERIFIED DISCO LABEL: the PDF at the EEDC (Enugu) URL/order number contains an Appendix 5 feeder table whose locations (Port Harcourt, Uyo, Calabar, Eket, Bayelsa, Ikom) match PHED's (Port Harcourt) franchise area, not Enugu's. This looks like a labeling/publishing error on NERC's own site rather than an extraction error on our end. Tentatively attributed to PHED pending confirmation against a PHED-URL source; do not treat as confirmed EEDC (Enugu) data."
Port Harcourt (tentative),118,C,"FIRST BANK PH ABA ROAD, SEA-SIDE, OBIGBO POLICE, LOCATION ROAD, POLICE ESTATE, OBIGBO EXPRESS, MARKET ROAD, SEA-SIDE ROAD, PIPELINE ROAD",12,2025-07-01,"Found in the PDF served at https://nerc.gov.ng/wp-content/uploads/2025/08/EEDC_July_2025_062.pdf (Appendix 5, 'Service Level Commitments for July 2025'). NOT included as EEDC data.","UNVERIFIED DISCO LABEL: the PDF at the EEDC (Enugu) URL/order number contains an Appendix 5 feeder table whose locations (Port Harcourt, Uyo, Calabar, Eket, Bayelsa, Ikom) match PHED's (Port Harcourt) franchise area, not Enugu's. This looks like a labeling/publishing error on NERC's own site rather than an extraction error on our end. Tentatively attributed to PHED pending confirmation against a PHED-URL source; do not treat as confirmed EEDC (Enugu) data."
Port Harcourt (tentative),119,C,"IBB AVENUE UYO IBB, ATIKU ABUBAKAR WAY, OLD RING ROAD, NKEMBA LANE, IKOT EDIBO, FEDERAL HOUSING ESTATE, ABAK RD, NKEMBA ROAD, MECHANIC VILLAGE,",12,2025-07-01,"Found in the PDF served at https://nerc.gov.ng/wp-content/uploads/2025/08/EEDC_July_2025_062.pdf (Appendix 5, 'Service Level Commitments for July 2025'). NOT included as EEDC data.","UNVERIFIED DISCO LABEL: the PDF at the EEDC (Enugu) URL/order number contains an Appendix 5 feeder table whose locations (Port Harcourt, Uyo, Calabar, Eket, Bayelsa, Ikom) match PHED's (Port Harcourt) franchise area, not Enugu's. This looks like a labeling/publishing error on NERC's own site rather than an extraction error on our end. Tentatively attributed to PHED pending confirmation against a PHED-URL source; do not treat as confirmed EEDC (Enugu) data."
Port Harcourt (tentative),120,C,"IDORO ROAD EKET IDORO ROAD, ITAM, MBRIBIT ITAM, MISSION ROAD.",12,2025-07-01,"Found in the PDF served at https://nerc.gov.ng/wp-content/uploads/2025/08/EEDC_July_2025_062.pdf (Appendix 5, 'Service Level Commitments for July 2025'). NOT included as EEDC data.","UNVERIFIED DISCO LABEL: the PDF at the EEDC (Enugu) URL/order number contains an Appendix 5 feeder table whose locations (Port Harcourt, Uyo, Calabar, Eket, Bayelsa, Ikom) match PHED's (Port Harcourt) franchise area, not Enugu's. This looks like a labeling/publishing error on NERC's own site rather than an extraction error on our end. Tentatively attributed to PHED pending confirmation against a PHED-URL source; do not treat as confirmed EEDC (Enugu) data."
Port Harcourt (tentative),121,C,"IKOT ABASI EKET EAST-WEST ROAD, PORT HARCOURT ROAD, IBEKWE ROAD, EDEMEYA ROAD, IKOT USOIDE ROAD, IKOT ATA UDO, IKOT ETENGE ROAD, IKOT OKWO ROAD.",12,2025-07-01,"Found in the PDF served at https://nerc.gov.ng/wp-content/uploads/2025/08/EEDC_July_2025_062.pdf (Appendix 5, 'Service Level Commitments for July 2025'). NOT included as EEDC data.","UNVERIFIED DISCO LABEL: the PDF at the EEDC (Enugu) URL/order number contains an Appendix 5 feeder table whose locations (Port Harcourt, Uyo, Calabar, Eket, Bayelsa, Ikom) match PHED's (Port Harcourt) franchise area, not Enugu's. This looks like a labeling/publishing error on NERC's own site rather than an extraction error on our end. Tentatively attributed to PHED pending confirmation against a PHED-URL source; do not treat as confirmed EEDC (Enugu) data."
Port Harcourt (tentative),122,C,"IKOT IBIOK EKET EKET-ORON ROAD, IKOT UDOATA STREET, ETEBI ROAD, MISSION ROAD,IKOT AFIONG ROAD, SAINT GREGORY, MKPOK LANE, IKOT UDOMA, UKPONG STREET.",12,2025-07-01,"Found in the PDF served at https://nerc.gov.ng/wp-content/uploads/2025/08/EEDC_July_2025_062.pdf (Appendix 5, 'Service Level Commitments for July 2025'). NOT included as EEDC data.","UNVERIFIED DISCO LABEL: the PDF at the EEDC (Enugu) URL/order number contains an Appendix 5 feeder table whose locations (Port Harcourt, Uyo, Calabar, Eket, Bayelsa, Ikom) match PHED's (Port Harcourt) franchise area, not Enugu's. This looks like a labeling/publishing error on NERC's own site rather than an extraction error on our end. Tentatively attributed to PHED pending confirmation against a PHED-URL source; do not treat as confirmed EEDC (Enugu) data."
Port Harcourt (tentative),123,C,IMIRINGI B IMIRINGI B IMIRINGI B,12,2025-07-01,"Found in the PDF served at https://nerc.gov.ng/wp-content/uploads/2025/08/EEDC_July_2025_062.pdf (Appendix 5, 'Service Level Commitments for July 2025'). NOT included as EEDC data.","UNVERIFIED DISCO LABEL: the PDF at the EEDC (Enugu) URL/order number contains an Appendix 5 feeder table whose locations (Port Harcourt, Uyo, Calabar, Eket, Bayelsa, Ikom) match PHED's (Port Harcourt) franchise area, not Enugu's. This looks like a labeling/publishing error on NERC's own site rather than an extraction error on our end. Tentatively attributed to PHED pending confirmation against a PHED-URL source; do not treat as confirmed EEDC (Enugu) data."
Port Harcourt (tentative),124,C,"INDUSTRIAL - CALABAR CALABAR EKORINIM, IKOT ISHIE, OLD ODUKPANI ROAD, PARLIAMENTARY EXTENSION.",12,2025-07-01,"Found in the PDF served at https://nerc.gov.ng/wp-content/uploads/2025/08/EEDC_July_2025_062.pdf (Appendix 5, 'Service Level Commitments for July 2025'). NOT included as EEDC data.","UNVERIFIED DISCO LABEL: the PDF at the EEDC (Enugu) URL/order number contains an Appendix 5 feeder table whose locations (Port Harcourt, Uyo, Calabar, Eket, Bayelsa, Ikom) match PHED's (Port Harcourt) franchise area, not Enugu's. This looks like a labeling/publishing error on NERC's own site rather than an extraction error on our end. Tentatively attributed to PHED pending confirmation against a PHED-URL source; do not treat as confirmed EEDC (Enugu) data."
Port Harcourt (tentative),125,C,JETTY PH ABULOMA COMMUNITY.,12,2025-07-01,"Found in the PDF served at https://nerc.gov.ng/wp-content/uploads/2025/08/EEDC_July_2025_062.pdf (Appendix 5, 'Service Level Commitments for July 2025'). NOT included as EEDC data.","UNVERIFIED DISCO LABEL: the PDF at the EEDC (Enugu) URL/order number contains an Appendix 5 feeder table whose locations (Port Harcourt, Uyo, Calabar, Eket, Bayelsa, Ikom) match PHED's (Port Harcourt) franchise area, not Enugu's. This looks like a labeling/publishing error on NERC's own site rather than an extraction error on our end. Tentatively attributed to PHED pending confirmation against a PHED-URL source; do not treat as confirmed EEDC (Enugu) data."
Port Harcourt (tentative),126,C,"KALA PH WIMPEY, ADA GEORGE",12,2025-07-01,"Found in the PDF served at https://nerc.gov.ng/wp-content/uploads/2025/08/EEDC_July_2025_062.pdf (Appendix 5, 'Service Level Commitments for July 2025'). NOT included as EEDC data.","UNVERIFIED DISCO LABEL: the PDF at the EEDC (Enugu) URL/order number contains an Appendix 5 feeder table whose locations (Port Harcourt, Uyo, Calabar, Eket, Bayelsa, Ikom) match PHED's (Port Harcourt) franchise area, not Enugu's. This looks like a labeling/publishing error on NERC's own site rather than an extraction error on our end. Tentatively attributed to PHED pending confirmation against a PHED-URL source; do not treat as confirmed EEDC (Enugu) data."
Port Harcourt (tentative),127,C,LOCAL GOVERNMENT BAYELSA AMASOMA COMMUNITY.,12,2025-07-01,"Found in the PDF served at https://nerc.gov.ng/wp-content/uploads/2025/08/EEDC_July_2025_062.pdf (Appendix 5, 'Service Level Commitments for July 2025'). NOT included as EEDC data.","UNVERIFIED DISCO LABEL: the PDF at the EEDC (Enugu) URL/order number contains an Appendix 5 feeder table whose locations (Port Harcourt, Uyo, Calabar, Eket, Bayelsa, Ikom) match PHED's (Port Harcourt) franchise area, not Enugu's. This looks like a labeling/publishing error on NERC's own site rather than an extraction error on our end. Tentatively attributed to PHED pending confirmation against a PHED-URL source; do not treat as confirmed EEDC (Enugu) data."
Port Harcourt (tentative),128,C,"LOCATION ROAD PH LOCATION ROAD, ADA GEORGE, FARM ROAD, FOUR SQUARE ROAD, NEW ROAD, PART OF EGBELU, MINI-ORLU, AKANIA, CYCLINE ROAD, NTA ROAD, LOCATION BY BANK ROAD, GICC AXIS",12,2025-07-01,"Found in the PDF served at https://nerc.gov.ng/wp-content/uploads/2025/08/EEDC_July_2025_062.pdf (Appendix 5, 'Service Level Commitments for July 2025'). NOT included as EEDC data.","UNVERIFIED DISCO LABEL: the PDF at the EEDC (Enugu) URL/order number contains an Appendix 5 feeder table whose locations (Port Harcourt, Uyo, Calabar, Eket, Bayelsa, Ikom) match PHED's (Port Harcourt) franchise area, not Enugu's. This looks like a labeling/publishing error on NERC's own site rather than an extraction error on our end. Tentatively attributed to PHED pending confirmation against a PHED-URL source; do not treat as confirmed EEDC (Enugu) data."
Port Harcourt (tentative),129,C,"MARINE BASE PH Marine Base Area, California, Civil Servant Estate, Black Man Estate, Ama Polo Estates, Marine BaseWaterfront",12,2025-07-01,"Found in the PDF served at https://nerc.gov.ng/wp-content/uploads/2025/08/EEDC_July_2025_062.pdf (Appendix 5, 'Service Level Commitments for July 2025'). NOT included as EEDC data.","UNVERIFIED DISCO LABEL: the PDF at the EEDC (Enugu) URL/order number contains an Appendix 5 feeder table whose locations (Port Harcourt, Uyo, Calabar, Eket, Bayelsa, Ikom) match PHED's (Port Harcourt) franchise area, not Enugu's. This looks like a labeling/publishing error on NERC's own site rather than an extraction error on our end. Tentatively attributed to PHED pending confirmation against a PHED-URL source; do not treat as confirmed EEDC (Enugu) data."
Port Harcourt (tentative),130,C,"MARKET ROAD PH SARS ROAD, OKPORO ROAD, AKWAKA ROAD, RUMUAGHOLU ROAD, OBIO-AKPOR MARKET, SEVENTH DAY ADVENTIST, RUMUAGHOLU BOROPIT, RUMUAGHOLU T-JUNCTION, GBEI WATERSIDE, RUMUAGHOLU DOWN, ROAD 1,2, NDDC ROAD RUMUAGHOLU.",12,2025-07-01,"Found in the PDF served at https://nerc.gov.ng/wp-content/uploads/2025/08/EEDC_July_2025_062.pdf (Appendix 5, 'Service Level Commitments for July 2025'). NOT included as EEDC data.","UNVERIFIED DISCO LABEL: the PDF at the EEDC (Enugu) URL/order number contains an Appendix 5 feeder table whose locations (Port Harcourt, Uyo, Calabar, Eket, Bayelsa, Ikom) match PHED's (Port Harcourt) franchise area, not Enugu's. This looks like a labeling/publishing error on NERC's own site rather than an extraction error on our end. Tentatively attributed to PHED pending confirmation against a PHED-URL source; do not treat as confirmed EEDC (Enugu) data."
Port Harcourt (tentative),131,C,"MBANO JUNCTION PH TIMBER MARKET, ABUJA LAYOUT, GRACELAND, MARKET ROAD, MBANO JUNCTION, SCHOOL ROAD, , SATELITE VILLAGE, POULTRY ROAD, GRACELAND, HAPPY LIFE, UMUSOYA COMMUNITY",12,2025-07-01,"Found in the PDF served at https://nerc.gov.ng/wp-content/uploads/2025/08/EEDC_July_2025_062.pdf (Appendix 5, 'Service Level Commitments for July 2025'). NOT included as EEDC data.","UNVERIFIED DISCO LABEL: the PDF at the EEDC (Enugu) URL/order number contains an Appendix 5 feeder table whose locations (Port Harcourt, Uyo, Calabar, Eket, Bayelsa, Ikom) match PHED's (Port Harcourt) franchise area, not Enugu's. This looks like a labeling/publishing error on NERC's own site rather than an extraction error on our end. Tentatively attributed to PHED pending confirmation against a PHED-URL source; do not treat as confirmed EEDC (Enugu) data."
Port Harcourt (tentative),132,C,"MBO EKET EAST-WEST ROAD, IBAKA ROAD, EBUGHU ROAD, UYO ROAD, MBOKPU ODUBO ROAD,UDUNG UWE ROAD, EYULOR-ORUKO ROAD, UDESI ROAD, IKOT UBO ROAD, NSIT ATAI ROAD, ETEBI ROAD, ADUA ROAD, IDUA ROAD, ASANG STREET, EYOTONG-EYOABASI ROAD.",12,2025-07-01,"Found in the PDF served at https://nerc.gov.ng/wp-content/uploads/2025/08/EEDC_July_2025_062.pdf (Appendix 5, 'Service Level Commitments for July 2025'). NOT included as EEDC data.","UNVERIFIED DISCO LABEL: the PDF at the EEDC (Enugu) URL/order number contains an Appendix 5 feeder table whose locations (Port Harcourt, Uyo, Calabar, Eket, Bayelsa, Ikom) match PHED's (Port Harcourt) franchise area, not Enugu's. This looks like a labeling/publishing error on NERC's own site rather than an extraction error on our end. Tentatively attributed to PHED pending confirmation against a PHED-URL source; do not treat as confirmed EEDC (Enugu) data."
Port Harcourt (tentative),133,C,"MCC CALABAR STATE HOUSING ESTATE, MARIAN RD, ASARI ESO, MCC ROAD.",12,2025-07-01,"Found in the PDF served at https://nerc.gov.ng/wp-content/uploads/2025/08/EEDC_July_2025_062.pdf (Appendix 5, 'Service Level Commitments for July 2025'). NOT included as EEDC data.","UNVERIFIED DISCO LABEL: the PDF at the EEDC (Enugu) URL/order number contains an Appendix 5 feeder table whose locations (Port Harcourt, Uyo, Calabar, Eket, Bayelsa, Ikom) match PHED's (Port Harcourt) franchise area, not Enugu's. This looks like a labeling/publishing error on NERC's own site rather than an extraction error on our end. Tentatively attributed to PHED pending confirmation against a PHED-URL source; do not treat as confirmed EEDC (Enugu) data."
Port Harcourt (tentative),134,C,"NDU BAYELSA NDU, AMASOMA COMMUNITY.",12,2025-07-01,"Found in the PDF served at https://nerc.gov.ng/wp-content/uploads/2025/08/EEDC_July_2025_062.pdf (Appendix 5, 'Service Level Commitments for July 2025'). NOT included as EEDC data.","UNVERIFIED DISCO LABEL: the PDF at the EEDC (Enugu) URL/order number contains an Appendix 5 feeder table whose locations (Port Harcourt, Uyo, Calabar, Eket, Bayelsa, Ikom) match PHED's (Port Harcourt) franchise area, not Enugu's. This looks like a labeling/publishing error on NERC's own site rather than an extraction error on our end. Tentatively attributed to PHED pending confirmation against a PHED-URL source; do not treat as confirmed EEDC (Enugu) data."
Port Harcourt (tentative),135,C,"NIGER CAT PH PART OF NKPOGU COMMUNITY, AMADI AMA, FIMIE COMMUNITY, ABULOMA ROAD",12,2025-07-01,"Found in the PDF served at https://nerc.gov.ng/wp-content/uploads/2025/08/EEDC_July_2025_062.pdf (Appendix 5, 'Service Level Commitments for July 2025'). NOT included as EEDC data.","UNVERIFIED DISCO LABEL: the PDF at the EEDC (Enugu) URL/order number contains an Appendix 5 feeder table whose locations (Port Harcourt, Uyo, Calabar, Eket, Bayelsa, Ikom) match PHED's (Port Harcourt) franchise area, not Enugu's. This looks like a labeling/publishing error on NERC's own site rather than an extraction error on our end. Tentatively attributed to PHED pending confirmation against a PHED-URL source; do not treat as confirmed EEDC (Enugu) data."
Port Harcourt (tentative),136,C,"NKPOGU PH NKPOGU TO NWAJA AREA, MOTHER CAT",12,2025-07-01,"Found in the PDF served at https://nerc.gov.ng/wp-content/uploads/2025/08/EEDC_July_2025_062.pdf (Appendix 5, 'Service Level Commitments for July 2025'). NOT included as EEDC data.","UNVERIFIED DISCO LABEL: the PDF at the EEDC (Enugu) URL/order number contains an Appendix 5 feeder table whose locations (Port Harcourt, Uyo, Calabar, Eket, Bayelsa, Ikom) match PHED's (Port Harcourt) franchise area, not Enugu's. This looks like a labeling/publishing error on NERC's own site rather than an extraction error on our end. Tentatively attributed to PHED pending confirmation against a PHED-URL source; do not treat as confirmed EEDC (Enugu) data."
Port Harcourt (tentative),137,C,"NPA PH INDUSTRY ROAD, FLOUR MILLS, OLD G.R.A BY WILLIAM JUMBO, BANK ROAD",12,2025-07-01,"Found in the PDF served at https://nerc.gov.ng/wp-content/uploads/2025/08/EEDC_July_2025_062.pdf (Appendix 5, 'Service Level Commitments for July 2025'). NOT included as EEDC data.","UNVERIFIED DISCO LABEL: the PDF at the EEDC (Enugu) URL/order number contains an Appendix 5 feeder table whose locations (Port Harcourt, Uyo, Calabar, Eket, Bayelsa, Ikom) match PHED's (Port Harcourt) franchise area, not Enugu's. This looks like a labeling/publishing error on NERC's own site rather than an extraction error on our end. Tentatively attributed to PHED pending confirmation against a PHED-URL source; do not treat as confirmed EEDC (Enugu) data."
Port Harcourt (tentative),138,C,"NSASAK NSASAK ABAK ROAD, EKPANYA, UDO EDUOK STREET, IBIAM STREET, UDOBIO STREET, NSASAK STREET, URUA EKPA IKPA ROAD.",12,2025-07-01,"Found in the PDF served at https://nerc.gov.ng/wp-content/uploads/2025/08/EEDC_July_2025_062.pdf (Appendix 5, 'Service Level Commitments for July 2025'). NOT included as EEDC data.","UNVERIFIED DISCO LABEL: the PDF at the EEDC (Enugu) URL/order number contains an Appendix 5 feeder table whose locations (Port Harcourt, Uyo, Calabar, Eket, Bayelsa, Ikom) match PHED's (Port Harcourt) franchise area, not Enugu's. This looks like a labeling/publishing error on NERC's own site rather than an extraction error on our end. Tentatively attributed to PHED pending confirmation against a PHED-URL source; do not treat as confirmed EEDC (Enugu) data."
Port Harcourt (tentative),139,C,"NWANIBA UYO NWANIBA ROAD, NSKARA OFFOT, IKOT OKU IDIO, MBAK ROAD, UTUK'S LANE, ENIONG OFFOT, VISION ROAD, EKPRI NSUKARA, USE OFFOT.",12,2025-07-01,"Found in the PDF served at https://nerc.gov.ng/wp-content/uploads/2025/08/EEDC_July_2025_062.pdf (Appendix 5, 'Service Level Commitments for July 2025'). NOT included as EEDC data.","UNVERIFIED DISCO LABEL: the PDF at the EEDC (Enugu) URL/order number contains an Appendix 5 feeder table whose locations (Port Harcourt, Uyo, Calabar, Eket, Bayelsa, Ikom) match PHED's (Port Harcourt) franchise area, not Enugu's. This looks like a labeling/publishing error on NERC's own site rather than an extraction error on our end. Tentatively attributed to PHED pending confirmation against a PHED-URL source; do not treat as confirmed EEDC (Enugu) data."
Port Harcourt (tentative),140,C,"OHAKWE PH MGBUOBA ROAD, OHAKWE STREET, ODARAWERE, BACK OF MGBUOBA MARKET, OKILTON DRIVE, NDDC ESTATE, OGOLOGO STR, OHAKWE BY RUMUIGBO",12,2025-07-01,"Found in the PDF served at https://nerc.gov.ng/wp-content/uploads/2025/08/EEDC_July_2025_062.pdf (Appendix 5, 'Service Level Commitments for July 2025'). NOT included as EEDC data.","UNVERIFIED DISCO LABEL: the PDF at the EEDC (Enugu) URL/order number contains an Appendix 5 feeder table whose locations (Port Harcourt, Uyo, Calabar, Eket, Bayelsa, Ikom) match PHED's (Port Harcourt) franchise area, not Enugu's. This looks like a labeling/publishing error on NERC's own site rather than an extraction error on our end. Tentatively attributed to PHED pending confirmation against a PHED-URL source; do not treat as confirmed EEDC (Enugu) data."
